phase function asymmetry parameter
phase instability
phase locking
phase margin
phase matching
phase mixing
phase mode
phase noise
phase oscillator
phase plane analysis
phase portrait
phase qubit
phase randomization
phase reduction
phase referencing
phase response curve
phase retrieval
phase screen
phase separation
phase shift
phase shifter
phase singularity
phase slip
phase space
phase space density
phase space reconstruction
phase stability
phase synchronization
phase transfer
phase transformation
phase transition
phase turbulence
phase velocity
phase wrapping
phase-change memory (pcm)
phase-field model
phase-field modeling
phase-locked loop (pll)
phase-space density
phase-space halo finder
phased array
phenomenographic approach
phenomenological primitive
phenotypic plasticity
phi function
phi value analysis
phillips curve
phillips relation
phlogiston theory
phong shading
phonon bandgap
phonon boltzmann transport equation
phonon boundary scattering
phonon calculation
phonon coherence length
phonon confinement
phonon density of states
phonon dispersion
phonon drag
phonon electron scattering
phonon engineering
phonon hydrodynamics
phonon impurity scattering
phonon interference
phonon isotope scattering
phonon lifetime
phonon localization
phonon mean free path
phonon mean free path spectrum
phonon renormalization
phonon scattering
phonon scattering rate
phonon softening
phonon spectral function
phonon surface scattering
phonon transport regime
phonon tunneling
phonon wave packet
phonon-assisted tunneling
phonon-mediated pairing
phonon-phonon scattering
phononic crystal
phoretic motion
photoacoustic imaging
photoactivated localization microscopy
photoactivated localization microscopy (palm)
photochemical haze
photoconductive antenna
photodissociation region
photoelectric effect
photoelectric emission
photoelectric heating
photoelectron spectroscopy
photoionization models
photometric accuracy
photometric calibration
photometric classification
photometric error
photometric loss
photometric parallax
photometric precision
photometric redshift
photometric stereo
photometric survey
photometric system
photometric transformation
photometric zero point determination
photomultiplier tube
photomultiplier tube (pmt)
photon antibunching
photon blockade
photon bunching
photon conversion
photon counting
photon decoupling
photon density estimation
photon detection
photon detection efficiency
photon detector
photon flux
photon index
photon loss
photon mapping
photon number resolving detector
photon number splitting attack
photon pair source
photon perturbation
photon polarization
photon shot noise
photon sphere
photon statistics
photon trigger
photon-hadron interaction
photonic band gap
photonic bandgap
photonic crystal
photonic crystal fiber
photonic integrated circuit
photonic quantum gate
photonic qubit
photonics integrated circuit
photorealistic rendering
photosynthetic quantum efficiency
photosynthetic reaction center
photosynthetically available radiation
photothermal effect
photovoltaic effect
phrase-based machine translation
phrase-based translation
phylogenetic comparative methods
phylogenetic inference
phylogenetic network
phylogenetic signal
phylogenetic tree
physical commonsense
physical hilbert space
physical human-robot interaction (phri)
physical layer security
physical operator
physical qubit
physical schema
physical state
physical vapor deposition
physically based rendering (pbr)
physically-based rendering
physics demonstration
physics education research
physics engine
physics identity
physics outreach
physics simulation
physics-based animation
physics-based character control
physics-informed neural network
physics-informed neural network (pinn)
pi type
pi3k/akt pathway
picard group
picard scheme
picard theorem
picard-lefschetz theory
pick's theorem
pickering emulsion
pickup ions
pickup reaction
pid controller
pie chart
piecewise testable language
pieri rule
pierre auger observatory
pietsch factorization theorem
piezoelectric coefficient
piezoelectric effect
piezoelectric energy harvesting
piezoelectric sensor
piezoelectric thin film
piezoresponse force microscopy
pigeonhole principle
pile-up correction
pile-up rejection
pillai's conjecture
pilot symbol
pilot wave
pimsner-voiculescu exact sequence
pin model
pinning control
pinsker's inequality
pion decay
pion decay constant
pion exchange
pion identification
pion mass
pion production
pion-nucleon coupling constant
pipe-and-filter architecture
pipeline approach
pipeline parallelism
pipeline stall
pipelined datapath
pirogov-sinai theory
piso algorithm
pit loss
